Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-08-04 13:30:00+00:00,6279.8798828125,6280.72998046875,6271.7099609375,6271.7099609375,0
2025-08-04 13:31:00+00:00,6283.27001953125,6283.27001953125,6278.6298828125,6279.89990234375,14841313
2025-08-04 13:33:00+00:00,6287.18017578125,6289.0,6284.97998046875,6285.06005859375,23688827
2025-08-04 13:34:00+00:00,6288.490234375,6288.490234375,6285.7900390625,6287.31982421875,10810612
2025-08-04 13:35:00+00:00,6291.39013671875,6292.47998046875,6286.77001953125,6288.580078125,11574306
2025-08-04 13:36:00+00:00,6292.169921875,6293.77001953125,6291.16015625,6291.4501953125,10075100
2025-08-04 13:37:00+00:00,6293.240234375,6293.81982421875,6292.240234375,6292.31005859375,10032750
2025-08-04 13:38:00+00:00,6294.27978515625,6295.509765625,6293.52978515625,6293.5400390625,9981616
2025-08-04 13:39:00+00:00,6293.3701171875,6294.7900390625,6292.7099609375,6294.43994140625,8433297
2025-08-04 13:40:00+00:00,6291.68017578125,6293.919921875,6290.3701171875,6293.509765625,9179831
2025-08-04 13:41:00+00:00,6292.52978515625,6293.009765625,6291.10009765625,6291.75,8849642
2025-08-04 13:42:00+00:00,6296.02001953125,6296.080078125,6291.7998046875,6292.490234375,7828714
2025-08-04 13:43:00+00:00,6297.009765625,6298.97021484375,6295.91015625,6295.91015625,9834674
2025-08-04 13:44:00+00:00,6297.759765625,6298.33984375,6296.39013671875,6297.43017578125,7943027
2025-08-04 13:45:00+00:00,6301.9501953125,6301.9501953125,6297.85009765625,6297.85009765625,10616000
2025-08-04 13:46:00+00:00,6303.47021484375,6303.47021484375,6300.75,6302.22021484375,8454700
2025-08-04 13:47:00+00:00,6304.2900390625,6304.6201171875,6303.2998046875,6303.43994140625,7650138
2025-08-04 13:48:00+00:00,6303.85986328125,6305.18017578125,6303.85986328125,6304.2099609375,8183484
2025-08-04 13:49:00+00:00,6302.990234375,6304.14990234375,6302.39990234375,6303.77001953125,8416476
2025-08-04 13:50:00+00:00,6302.080078125,6303.2001953125,6301.77001953125,6303.0400390625,7996922
2025-08-04 13:51:00+00:00,6300.10986328125,6302.5498046875,6299.6298828125,6301.93017578125,7977437
2025-08-04 13:52:00+00:00,6299.27001953125,6300.83984375,6298.740234375,6300.330078125,7738778
2025-08-04 13:53:00+00:00,6300.8701171875,6301.06005859375,6299.5498046875,6299.5498046875,7190479
2025-08-04 13:54:00+00:00,6303.6201171875,6303.9599609375,6301.0,6301.0,6716860
2025-08-04 13:55:00+00:00,6304.52001953125,6305.7998046875,6303.419921875,6303.66015625,6404899
2025-08-04 13:56:00+00:00,6303.580078125,6304.68994140625,6303.1201171875,6304.490234375,7831738
2025-08-04 13:57:00+00:00,6307.6298828125,6307.97998046875,6306.85009765625,6306.85009765625,7072161
2025-08-04 13:58:00+00:00,6309.16015625,6309.18994140625,6307.35009765625,6307.68994140625,6190016
2025-08-04 13:59:00+00:00,6310.009765625,6311.18994140625,6309.2099609375,6309.2099609375,6192913
2025-08-04 14:00:00+00:00,6311.10009765625,6311.27001953125,6309.81982421875,6309.81982421875,8515319
2025-08-04 14:01:00+00:00,6310.759765625,6311.89990234375,6310.740234375,6311.1298828125,8022701
2025-08-04 14:02:00+00:00,6312.18017578125,6312.18017578125,6310.64013671875,6310.9501953125,8122700
2025-08-04 14:03:00+00:00,6309.39990234375,6312.16015625,6309.39990234375,6312.16015625,7923139
2025-08-04 14:04:00+00:00,6310.08984375,6310.169921875,6309.31005859375,6309.33984375,7450424
2025-08-04 14:05:00+00:00,6310.47021484375,6311.14990234375,6309.58984375,6310.10986328125,8941030
2025-08-04 14:06:00+00:00,6310.31005859375,6310.52978515625,6308.5498046875,6310.52978515625,8583372
2025-08-04 14:07:00+00:00,6308.77978515625,6310.490234375,6308.27001953125,6310.18994140625,8457887
2025-08-04 14:08:00+00:00,6305.830078125,6308.9501953125,6305.830078125,6308.75,8128248
2025-08-04 14:09:00+00:00,6304.7900390625,6306.10009765625,6304.68994140625,6305.740234375,7834266
2025-08-04 14:10:00+00:00,6304.85986328125,6304.89990234375,6302.7900390625,6304.6298828125,7339182
2025-08-04 14:11:00+00:00,6306.5400390625,6307.2001953125,6304.85009765625,6304.85009765625,6885487
2025-08-04 14:12:00+00:00,6306.919921875,6307.169921875,6305.5,6306.3798828125,7217654
2025-08-04 14:13:00+00:00,6306.6298828125,6307.39013671875,6305.81005859375,6306.89013671875,7097476
2025-08-04 14:14:00+00:00,6309.56005859375,6309.580078125,6306.43994140625,6306.81005859375,8680223
2025-08-04 14:15:00+00:00,6312.0498046875,6312.509765625,6309.39990234375,6309.60009765625,7490830
2025-08-04 14:16:00+00:00,6311.68017578125,6312.5,6310.72021484375,6311.97021484375,6918504
2025-08-04 14:17:00+00:00,6311.58984375,6311.68994140625,6309.2900390625,6311.580078125,6747475
2025-08-04 14:18:00+00:00,6312.0498046875,6312.2099609375,6311.0498046875,6311.68994140625,6374796
2025-08-04 14:19:00+00:00,6310.18017578125,6312.16015625,6310.18017578125,6312.08984375,6118743
2025-08-04 14:20:00+00:00,6311.39990234375,6311.39990234375,6309.1201171875,6310.14013671875,6189669
2025-08-04 14:21:00+00:00,6311.10009765625,6312.02001953125,6310.72998046875,6311.509765625,6548654
2025-08-04 14:22:00+00:00,6310.64013671875,6311.2001953125,6309.39013671875,6311.0400390625,6207763
