Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-06-26 13:30:00+00:00,6115.009765625,6115.5,6114.72998046875,6114.89013671875,0
2025-06-26 13:31:00+00:00,6116.1298828125,6116.3701171875,6112.6298828125,6114.81005859375,18178210
2025-06-26 13:32:00+00:00,6114.3798828125,6116.8701171875,6113.4501953125,6115.89013671875,14549830
2025-06-26 13:33:00+00:00,6114.7099609375,6115.5,6111.4599609375,6113.81982421875,11919990
2025-06-26 13:34:00+00:00,6115.6298828125,6115.89013671875,6115.08984375,6115.14013671875,11207289
2025-06-26 13:35:00+00:00,6115.85986328125,6117.22021484375,6115.47021484375,6115.7001953125,11404208
2025-06-26 13:36:00+00:00,6114.72021484375,6115.740234375,6113.43994140625,6115.740234375,11968793
2025-06-26 13:37:00+00:00,6112.22021484375,6114.740234375,6111.759765625,6114.47998046875,11140191
2025-06-26 13:38:00+00:00,6113.56005859375,6115.06005859375,6111.830078125,6112.4599609375,11037731
2025-06-26 13:39:00+00:00,6114.08984375,6114.10009765625,6111.990234375,6113.580078125,8834081
2025-06-26 13:40:00+00:00,6115.72998046875,6116.2099609375,6114.0,6114.1201171875,9506783
2025-06-26 13:41:00+00:00,6113.6201171875,6117.35986328125,6113.4501953125,6116.009765625,9762066
2025-06-26 13:42:00+00:00,6113.35009765625,6114.919921875,6113.18994140625,6113.60986328125,9633165
2025-06-26 13:43:00+00:00,6115.2900390625,6115.47998046875,6112.31005859375,6113.4599609375,9320307
2025-06-26 13:44:00+00:00,6116.6298828125,6116.6298828125,6114.759765625,6115.330078125,9062080
2025-06-26 13:45:00+00:00,6111.5,6118.0498046875,6110.7900390625,6116.68017578125,12787185
2025-06-26 13:46:00+00:00,6114.0498046875,6114.31982421875,6111.5498046875,6111.5498046875,8731693
2025-06-26 13:47:00+00:00,6112.56982421875,6114.16015625,6112.16015625,6113.91015625,7648471
2025-06-26 13:48:00+00:00,6112.14013671875,6112.5498046875,6110.509765625,6112.4599609375,7813117
2025-06-26 13:49:00+00:00,6110.02001953125,6112.0400390625,6109.6201171875,6112.0400390625,8964060
2025-06-26 13:50:00+00:00,6109.39013671875,6110.72021484375,6109.14990234375,6110.25,9970157
2025-06-26 13:51:00+00:00,6107.5498046875,6110.4501953125,6107.3798828125,6109.580078125,8264413
2025-06-26 13:52:00+00:00,6110.5498046875,6110.830078125,6107.27001953125,6107.66015625,6941328
2025-06-26 13:53:00+00:00,6111.9599609375,6112.06005859375,6110.58984375,6110.8701171875,7192950
2025-06-26 13:54:00+00:00,6111.490234375,6112.43017578125,6111.02978515625,6111.68994140625,7399205
2025-06-26 13:55:00+00:00,6111.22998046875,6112.47021484375,6111.16015625,6111.4599609375,7018298
2025-06-26 13:56:00+00:00,6113.330078125,6113.3798828125,6111.27978515625,6111.2900390625,7243041
2025-06-26 13:57:00+00:00,6113.490234375,6114.759765625,6113.31982421875,6113.31982421875,7923441
2025-06-26 13:58:00+00:00,6115.16015625,6115.25,6113.43017578125,6113.43017578125,8720310
2025-06-26 13:59:00+00:00,6115.85009765625,6116.68994140625,6115.169921875,6115.2900390625,9094592
2025-06-26 14:00:00+00:00,6119.47021484375,6120.39013671875,6115.830078125,6115.830078125,11022114
2025-06-26 14:01:00+00:00,6117.43994140625,6120.10986328125,6117.10986328125,6119.39990234375,8828618
2025-06-26 14:02:00+00:00,6119.08984375,6119.1201171875,6117.22021484375,6117.52001953125,8669045
2025-06-26 14:03:00+00:00,6118.0400390625,6119.35986328125,6117.919921875,6118.89013671875,8269279
2025-06-26 14:04:00+00:00,6118.52001953125,6119.22998046875,6118.0498046875,6118.0498046875,9735106
2025-06-26 14:05:00+00:00,6117.41015625,6119.5,6117.41015625,6118.509765625,8447844
2025-06-26 14:06:00+00:00,6116.10009765625,6118.14990234375,6116.10009765625,6117.47998046875,8638919
2025-06-26 14:07:00+00:00,6115.97021484375,6116.169921875,6115.10986328125,6115.97021484375,9680144
2025-06-26 14:08:00+00:00,6116.31982421875,6116.77978515625,6115.490234375,6115.64990234375,6600674
2025-06-26 14:09:00+00:00,6115.64013671875,6116.35009765625,6115.0498046875,6116.27001953125,7739357
2025-06-26 14:10:00+00:00,6116.27978515625,6116.27978515625,6115.330078125,6115.68017578125,7351238
2025-06-26 14:11:00+00:00,6116.14013671875,6116.89013671875,6115.43994140625,6116.330078125,7365679
2025-06-26 14:12:00+00:00,6117.56005859375,6117.56005859375,6115.3701171875,6116.18994140625,7870887
2025-06-26 14:13:00+00:00,6119.14013671875,6119.6201171875,6117.60009765625,6117.60009765625,6867935
2025-06-26 14:14:00+00:00,6117.75,6119.18017578125,6117.68994140625,6119.18017578125,8001115
2025-06-26 14:15:00+00:00,6118.009765625,6118.009765625,6116.56982421875,6117.77978515625,8201081
2025-06-26 14:16:00+00:00,6118.91015625,6119.66015625,6118.06982421875,6118.06982421875,6882432
2025-06-26 14:17:00+00:00,6118.43017578125,6119.47021484375,6118.27978515625,6119.0498046875,6790729
2025-06-26 14:18:00+00:00,6118.2900390625,6118.7900390625,6117.91015625,6118.490234375,7001126
2025-06-26 14:19:00+00:00,6118.27001953125,6118.72998046875,6117.85986328125,6118.35986328125,6367219
2025-06-26 14:20:00+00:00,6120.33984375,6120.8798828125,6118.2001953125,6118.259765625,7480055
2025-06-26 14:21:00+00:00,6120.5400390625,6120.60986328125,6120.0,6120.39013671875,6948118
