Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-09-15 13:30:00+00:00,6608.27978515625,6608.7001953125,6603.490234375,6603.490234375,0
2025-09-15 13:31:00+00:00,6609.0,6610.18017578125,6607.080078125,6607.830078125,17539005
2025-09-15 13:32:00+00:00,6608.66015625,6609.68017578125,6607.759765625,6608.669921875,5078158
2025-09-15 13:33:00+00:00,6606.39990234375,6609.02978515625,6606.39990234375,6608.68017578125,22875651
2025-09-15 13:34:00+00:00,6607.52001953125,6608.8798828125,6605.669921875,6605.91015625,10721091
2025-09-15 13:35:00+00:00,6607.8798828125,6608.85986328125,6607.39013671875,6607.509765625,9843699
2025-09-15 13:36:00+00:00,6606.56982421875,6608.47998046875,6606.52978515625,6607.60009765625,9658551
2025-09-15 13:37:00+00:00,6607.93017578125,6608.85009765625,6605.9599609375,6606.43994140625,10274873
2025-09-15 13:38:00+00:00,6609.330078125,6609.89013671875,6607.3798828125,6608.240234375,9765665
2025-09-15 13:39:00+00:00,6609.169921875,6610.22998046875,6608.5400390625,6609.27978515625,9126676
2025-09-15 13:40:00+00:00,6611.2099609375,6611.740234375,6609.2001953125,6609.2001953125,10072375
2025-09-15 13:41:00+00:00,6608.47998046875,6611.830078125,6607.85009765625,6611.22998046875,8972172
2025-09-15 13:42:00+00:00,6606.77978515625,6609.06982421875,6606.56982421875,6608.669921875,8535724
2025-09-15 13:43:00+00:00,6604.7998046875,6606.740234375,6604.7998046875,6606.740234375,9451170
2025-09-15 13:44:00+00:00,6603.5,6605.18994140625,6602.490234375,6604.72021484375,8602721
2025-09-15 13:45:00+00:00,6607.7001953125,6607.93994140625,6603.39013671875,6603.39013671875,11122441
2025-09-15 13:46:00+00:00,6608.6201171875,6608.6201171875,6606.7900390625,6607.669921875,8575370
2025-09-15 13:47:00+00:00,6609.0400390625,6609.169921875,6607.85009765625,6608.7900390625,8916704
2025-09-15 13:48:00+00:00,6609.97021484375,6610.06982421875,6608.72021484375,6608.990234375,9085184
2025-09-15 13:49:00+00:00,6610.4599609375,6611.68017578125,6609.85986328125,6610.02978515625,8325416
2025-09-15 13:50:00+00:00,6610.990234375,6611.0,6609.77001953125,6610.02001953125,8451960
2025-09-15 13:51:00+00:00,6613.3701171875,6613.58984375,6611.009765625,6611.009765625,7958811
2025-09-15 13:52:00+00:00,6612.35009765625,6613.580078125,6611.81982421875,6613.43017578125,7220253
2025-09-15 13:53:00+00:00,6612.0,6613.7900390625,6611.77001953125,6612.2001953125,8458426
2025-09-15 13:54:00+00:00,6613.0,6613.0,6611.740234375,6612.06982421875,6906773
2025-09-15 13:55:00+00:00,6612.81982421875,6613.66015625,6612.58984375,6613.10986328125,7170151
2025-09-15 13:56:00+00:00,6612.18017578125,6613.66015625,6611.580078125,6612.77001953125,6556352
2025-09-15 13:57:00+00:00,6613.83984375,6614.77001953125,6611.83984375,6612.0498046875,7531020
2025-09-15 13:58:00+00:00,6614.43017578125,6614.81005859375,6613.72998046875,6613.85009765625,6932838
2025-09-15 13:59:00+00:00,6615.6201171875,6615.97998046875,6614.080078125,6614.41015625,7848610
2025-09-15 14:00:00+00:00,6613.56005859375,6617.009765625,6613.56005859375,6615.93994140625,12256062
2025-09-15 14:01:00+00:00,6612.93994140625,6613.91015625,6612.89990234375,6613.68017578125,8580799
2025-09-15 14:02:00+00:00,6611.72021484375,6613.81982421875,6611.56005859375,6612.91015625,7165378
2025-09-15 14:03:00+00:00,6611.18994140625,6612.4599609375,6610.990234375,6612.009765625,6965225
2025-09-15 14:04:00+00:00,6611.080078125,6611.830078125,6610.66015625,6611.22998046875,6364782
2025-09-15 14:05:00+00:00,6610.68994140625,6611.64990234375,6609.83984375,6611.27001953125,9065593
2025-09-15 14:06:00+00:00,6611.58984375,6611.81982421875,6610.490234375,6610.66015625,7001267
2025-09-15 14:07:00+00:00,6611.25,6612.47021484375,6610.75,6611.64990234375,7691339
2025-09-15 14:08:00+00:00,6611.580078125,6612.02978515625,6611.080078125,6611.27978515625,6717098
2025-09-15 14:09:00+00:00,6609.81982421875,6612.02001953125,6609.81982421875,6611.58984375,8570986
2025-09-15 14:10:00+00:00,6609.93017578125,6610.56005859375,6609.52978515625,6609.7900390625,7422605
2025-09-15 14:11:00+00:00,6609.830078125,6610.2001953125,6608.81982421875,6609.990234375,7693816
2025-09-15 14:12:00+00:00,6608.830078125,6610.47998046875,6608.830078125,6609.89990234375,7166894
2025-09-15 14:13:00+00:00,6608.72021484375,6609.6298828125,6608.5400390625,6608.93994140625,6625761
2025-09-15 14:14:00+00:00,6610.97021484375,6611.2001953125,6608.89990234375,6608.89990234375,6810492
2025-09-15 14:15:00+00:00,6611.5400390625,6611.81982421875,6610.580078125,6610.91015625,6390428
2025-09-15 14:16:00+00:00,6611.259765625,6611.68017578125,6610.3701171875,6611.4501953125,6630258
2025-09-15 14:17:00+00:00,6609.740234375,6611.2998046875,6609.47998046875,6611.25,7601164
2025-09-15 14:18:00+00:00,6609.81005859375,6610.3798828125,6609.580078125,6609.740234375,6071968
2025-09-15 14:19:00+00:00,6610.08984375,6610.10009765625,6609.080078125,6609.72021484375,6657859
2025-09-15 14:20:00+00:00,6610.35009765625,6610.56005859375,6608.9599609375,6610.080078125,6495581
2025-09-15 14:21:00+00:00,6609.68017578125,6610.97021484375,6609.43017578125,6610.27978515625,6612282
