Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-10-31 13:30:00+00:00,6870.10986328125,6879.169921875,6870.10986328125,6879.169921875,0
2025-10-31 13:31:00+00:00,6866.89013671875,6872.3798828125,6866.75,6870.52978515625,16549695
2025-10-31 13:32:00+00:00,6865.5400390625,6869.66015625,6865.5400390625,6866.43017578125,18316798
2025-10-31 13:33:00+00:00,6863.85986328125,6865.9501953125,6863.509765625,6865.83984375,13443248
2025-10-31 13:34:00+00:00,6862.77978515625,6863.81982421875,6860.83984375,6863.6201171875,13072791
2025-10-31 13:35:00+00:00,6864.52001953125,6866.580078125,6862.97021484375,6862.97021484375,14971399
2025-10-31 13:36:00+00:00,6865.72021484375,6867.31005859375,6864.43994140625,6864.43994140625,13259827
2025-10-31 13:37:00+00:00,6867.06982421875,6867.52978515625,6864.22021484375,6865.64990234375,11384876
2025-10-31 13:38:00+00:00,6862.81982421875,6867.66015625,6862.14990234375,6867.009765625,11125140
2025-10-31 13:39:00+00:00,6863.39990234375,6865.18994140625,6862.0,6862.66015625,11207722
2025-10-31 13:40:00+00:00,6861.18017578125,6863.6298828125,6859.6201171875,6863.6298828125,11102053
2025-10-31 13:41:00+00:00,6856.97998046875,6861.7099609375,6856.85986328125,6861.259765625,11079084
2025-10-31 13:42:00+00:00,6854.6201171875,6857.31982421875,6854.39013671875,6856.580078125,10360575
2025-10-31 13:43:00+00:00,6853.93994140625,6855.3701171875,6852.91015625,6854.4599609375,10831218
2025-10-31 13:44:00+00:00,6853.990234375,6854.47998046875,6851.75,6854.169921875,9298537
2025-10-31 13:45:00+00:00,6851.14013671875,6857.10009765625,6851.14013671875,6854.1201171875,13006274
2025-10-31 13:46:00+00:00,6852.77978515625,6852.91015625,6850.14990234375,6850.97021484375,10165027
2025-10-31 13:47:00+00:00,6856.5400390625,6856.990234375,6852.93017578125,6852.9599609375,9224444
2025-10-31 13:48:00+00:00,6853.419921875,6856.93017578125,6853.419921875,6856.77001953125,10867874
2025-10-31 13:49:00+00:00,6854.72021484375,6855.419921875,6852.85986328125,6852.97998046875,10306697
2025-10-31 13:50:00+00:00,6854.77978515625,6857.16015625,6854.27978515625,6854.89990234375,10031634
2025-10-31 13:51:00+00:00,6858.1201171875,6859.419921875,6855.56982421875,6855.56982421875,10626917
2025-10-31 13:52:00+00:00,6857.080078125,6860.93994140625,6856.85009765625,6857.7998046875,10690803
2025-10-31 13:53:00+00:00,6858.14013671875,6860.6201171875,6856.35009765625,6857.240234375,8859272
2025-10-31 13:54:00+00:00,6857.25,6859.43994140625,6854.2998046875,6858.2001953125,10121599
2025-10-31 13:55:00+00:00,6856.06005859375,6857.81982421875,6855.56005859375,6857.52001953125,8733394
2025-10-31 13:56:00+00:00,6855.16015625,6857.72021484375,6855.02001953125,6855.75,8346638
2025-10-31 13:57:00+00:00,6852.22021484375,6854.91015625,6851.0400390625,6854.91015625,9084961
2025-10-31 13:58:00+00:00,6853.4599609375,6855.3701171875,6852.740234375,6852.740234375,8271896
2025-10-31 13:59:00+00:00,6854.9599609375,6855.68994140625,6852.72998046875,6853.68017578125,8963383
2025-10-31 14:00:00+00:00,6852.240234375,6855.97998046875,6851.490234375,6855.06005859375,11654006
2025-10-31 14:01:00+00:00,6853.27001953125,6855.06982421875,6852.52001953125,6852.58984375,9945509
2025-10-31 14:02:00+00:00,6855.990234375,6856.7900390625,6853.47998046875,6853.52001953125,9603164
2025-10-31 14:03:00+00:00,6852.47021484375,6857.10009765625,6852.47021484375,6855.52978515625,9881316
2025-10-31 14:04:00+00:00,6847.490234375,6853.35009765625,6847.490234375,6852.68017578125,9294465
2025-10-31 14:05:00+00:00,6850.9501953125,6850.9501953125,6847.2900390625,6847.81005859375,9539900
2025-10-31 14:06:00+00:00,6852.91015625,6853.6298828125,6849.56005859375,6850.81005859375,8508402
2025-10-31 14:07:00+00:00,6851.85009765625,6855.08984375,6851.419921875,6853.22021484375,8542613
2025-10-31 14:08:00+00:00,6855.27001953125,6855.490234375,6852.1201171875,6852.1201171875,9128484
2025-10-31 14:09:00+00:00,6851.66015625,6855.43017578125,6851.66015625,6855.1298828125,9942002
2025-10-31 14:10:00+00:00,6852.89013671875,6854.7998046875,6851.39990234375,6851.669921875,7688873
2025-10-31 14:11:00+00:00,6848.4599609375,6853.14013671875,6848.4599609375,6852.6298828125,8867765
2025-10-31 14:12:00+00:00,6850.35009765625,6850.7001953125,6848.25,6848.89013671875,7913371
2025-10-31 14:13:00+00:00,6848.77978515625,6851.43994140625,6847.85986328125,6850.43017578125,7810465
2025-10-31 14:14:00+00:00,6848.27001953125,6850.58984375,6847.669921875,6848.6298828125,8399437
2025-10-31 14:15:00+00:00,6852.2998046875,6852.77978515625,6847.85009765625,6848.7998046875,10267150
2025-10-31 14:16:00+00:00,6853.25,6853.669921875,6852.080078125,6852.33984375,9296744
2025-10-31 14:17:00+00:00,6854.77001953125,6855.58984375,6853.0498046875,6853.169921875,8258313
2025-10-31 14:18:00+00:00,6854.27978515625,6855.02978515625,6853.47021484375,6854.66015625,7606119
2025-10-31 14:19:00+00:00,6854.10986328125,6854.85009765625,6851.830078125,6854.419921875,7741627
2025-10-31 14:20:00+00:00,6852.10009765625,6854.56982421875,6852.0498046875,6854.169921875,8070854
2025-10-31 14:21:00+00:00,6844.669921875,6852.1201171875,6844.669921875,6852.1201171875,8280364
