Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-04-16 13:30:00+00:00,5342.419921875,5345.259765625,5331.990234375,5335.75,0
2025-04-16 13:31:00+00:00,5346.7900390625,5346.7900390625,5336.4599609375,5342.08984375,13899310
2025-04-16 13:32:00+00:00,5348.47021484375,5349.47021484375,5345.2001953125,5346.669921875,12692167
2025-04-16 13:33:00+00:00,5345.1201171875,5350.81982421875,5344.25,5348.740234375,11985497
2025-04-16 13:34:00+00:00,5347.6298828125,5349.31005859375,5344.41015625,5345.669921875,10651189
2025-04-16 13:35:00+00:00,5346.72021484375,5349.27978515625,5343.47021484375,5347.47021484375,10970472
2025-04-16 13:36:00+00:00,5351.0400390625,5351.580078125,5346.2998046875,5346.56005859375,10481548
2025-04-16 13:37:00+00:00,5352.3798828125,5355.18994140625,5351.02001953125,5351.02001953125,9541081
2025-04-16 13:38:00+00:00,5352.009765625,5354.68994140625,5348.02978515625,5352.419921875,9246492
2025-04-16 13:39:00+00:00,5349.68017578125,5351.56005859375,5347.77978515625,5351.56005859375,7932475
2025-04-16 13:40:00+00:00,5345.81982421875,5349.75,5344.72998046875,5349.75,9265616
2025-04-16 13:41:00+00:00,5348.60009765625,5349.5,5345.330078125,5346.0498046875,7231855
2025-04-16 13:42:00+00:00,5351.31982421875,5351.97021484375,5348.27001953125,5348.72998046875,8134609
2025-04-16 13:43:00+00:00,5344.75,5351.06005859375,5344.02978515625,5351.06005859375,9124881
2025-04-16 13:44:00+00:00,5343.8701171875,5345.990234375,5342.89990234375,5345.06005859375,7958274
2025-04-16 13:45:00+00:00,5338.43994140625,5343.8701171875,5338.10986328125,5343.8701171875,9151219
2025-04-16 13:46:00+00:00,5337.580078125,5340.39013671875,5335.7998046875,5338.22998046875,9938104
2025-04-16 13:47:00+00:00,5336.85009765625,5337.740234375,5335.0498046875,5337.169921875,7093795
2025-04-16 13:48:00+00:00,5339.0498046875,5339.14013671875,5332.77001953125,5337.22998046875,8476596
2025-04-16 13:49:00+00:00,5335.41015625,5342.39990234375,5335.41015625,5339.0,7696400
2025-04-16 13:50:00+00:00,5334.56982421875,5335.89990234375,5333.240234375,5335.68017578125,7031725
2025-04-16 13:51:00+00:00,5329.89013671875,5336.669921875,5327.83984375,5334.7099609375,8180203
2025-04-16 13:52:00+00:00,5327.3798828125,5330.81005859375,5327.3798828125,5329.97021484375,6786454
2025-04-16 13:53:00+00:00,5324.509765625,5327.02978515625,5323.4599609375,5327.02978515625,7945526
2025-04-16 13:54:00+00:00,5322.6298828125,5324.509765625,5319.830078125,5324.4501953125,9485432
2025-04-16 13:55:00+00:00,5320.31005859375,5322.39013671875,5319.41015625,5322.39013671875,7937337
2025-04-16 13:56:00+00:00,5323.68017578125,5323.68017578125,5318.240234375,5320.419921875,9040673
2025-04-16 13:57:00+00:00,5327.169921875,5327.18017578125,5323.43017578125,5323.47998046875,7375083
2025-04-16 13:58:00+00:00,5321.9599609375,5328.83984375,5321.9599609375,5327.41015625,7626028
2025-04-16 13:59:00+00:00,5316.85986328125,5321.68994140625,5316.85986328125,5321.68994140625,9693120
2025-04-16 14:00:00+00:00,5318.990234375,5319.43017578125,5314.5,5316.22998046875,10432447
2025-04-16 14:01:00+00:00,5316.7099609375,5320.43994140625,5315.81005859375,5319.06982421875,8081981
2025-04-16 14:02:00+00:00,5319.7099609375,5321.0,5316.60009765625,5317.47998046875,8750412
2025-04-16 14:03:00+00:00,5321.3798828125,5321.490234375,5317.56005859375,5319.35009765625,8969347
2025-04-16 14:04:00+00:00,5321.64013671875,5323.16015625,5320.919921875,5321.41015625,8026178
2025-04-16 14:05:00+00:00,5327.3701171875,5327.3798828125,5321.740234375,5321.740234375,8184491
2025-04-16 14:06:00+00:00,5327.81982421875,5328.14013671875,5325.64990234375,5327.43994140625,9557401
2025-04-16 14:07:00+00:00,5330.7998046875,5331.0498046875,5327.64013671875,5327.8701171875,8405173
2025-04-16 14:08:00+00:00,5330.06982421875,5332.52978515625,5327.8798828125,5330.6298828125,8338589
2025-04-16 14:09:00+00:00,5330.259765625,5330.39990234375,5327.1298828125,5330.06982421875,8179352
2025-04-16 14:10:00+00:00,5330.9599609375,5331.5,5328.1201171875,5330.18017578125,7813250
2025-04-16 14:11:00+00:00,5327.75,5331.06982421875,5325.58984375,5330.91015625,6919951
2025-04-16 14:12:00+00:00,5327.5400390625,5331.43017578125,5327.5400390625,5327.7099609375,6943524
2025-04-16 14:13:00+00:00,5324.6298828125,5327.64013671875,5323.91015625,5327.64013671875,6833954
2025-04-16 14:14:00+00:00,5320.22998046875,5324.02978515625,5320.22998046875,5323.9599609375,6443562
2025-04-16 14:15:00+00:00,5320.02001953125,5322.14013671875,5318.93994140625,5319.9599609375,7301634
2025-04-16 14:16:00+00:00,5320.259765625,5322.14013671875,5318.56005859375,5320.60986328125,7824010
2025-04-16 14:17:00+00:00,5318.6298828125,5320.2998046875,5317.85009765625,5320.2998046875,6890006
2025-04-16 14:18:00+00:00,5319.14990234375,5319.669921875,5318.2900390625,5318.66015625,6301972
2025-04-16 14:19:00+00:00,5322.580078125,5322.580078125,5318.27978515625,5319.3798828125,6405095
2025-04-16 14:20:00+00:00,5324.68017578125,5324.68017578125,5320.2099609375,5322.419921875,7545352
2025-04-16 14:21:00+00:00,5328.1201171875,5328.27978515625,5324.5498046875,5324.6201171875,6404609
